Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link_Arm_lf,1.28029117703599E-05,-0.0788155464015625,0.0122022573580459,0,0,0,0.108265195096751,0.00016624910449164,5.70861722950778E-08,3.05257037534573E-09,2.14056382437846E-05,8.85505589058664E-06,0.000163044159957564,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_lf.STL,,chyarm1-2,坐标系Arm_lf,基准轴Arm_lf,Joint_Arm_lf,revolute,0.0014362,0,-0.14552,-0.018505,0.0020175,1.6794,Link_Shoulder_Arm_Motor_lf,0,0,1,100,0,-1.5,1.5,,,,,,,,
Link_Arm_Motor_lf,2.22046318512636E-07,-0.00988255818338657,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815348E-06,2.80792760155862E-11,-1.53883232331415E-10,6.15792129214539E-06,-8.43586991661549E-08,5.84073892863088E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_lf.STL,,chyServo30kg-6,坐标系Arm_Motor_lf,,Joint_Arm_Motor_lf,fixed,-0.00011618,-0.13,-0.021,-3.1416,0,0,Link_Arm_lf,0,0,0,,,,,,,,,,,,
Link_Hand_lf,0,-0.052640371560796,0.00390492387978128,0,0,0,0.0420735853495988,2.67304876167846E-05,1.37642853928824E-21,-2.16721320488893E-22,4.63824751744344E-06,1.99944788512827E-06,2.83575795096437E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_lf.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_lf.STL,,chyHand-3,坐标系Hand_lf,基准轴Hand_lf,Joint_Hand_lf,revolute,0,0,-0.004,3.1416,0,0.060606,Link_Arm_Motor_lf,0,0,-1,100,0,-1.5,1.5,,,,,,,,
Link_Shoulder_Motor_le,2.22046318516106E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815346E-06,2.80792760151429E-11,-1.53883232330404E-10,6.15792129214538E-06,-8.43586991661566E-08,5.84073892863086E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_le.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_le.STL,,chyServo30kg-7,坐标系Shoulder_Motor_le,基准轴Shoulder_Motor_le,Joint_Shoulder_Motor_le,revolute,-0.0685,0.034561,0.019304,1.5708,-1.5682,1.5708,base_link,0,0,1,100,0,-0.5,1.5,,,,,,,,
Link_Shoulder_Sheft_le,-0.00380348438346272,0.00356345912261945,0.00249085604725337,0,0,0,0.027695,8.82914136121223E-06,-1.84283748682473E-07,-1.22391974503533E-06,9.78723666181771E-06,-1.47719875532807E-06,1.31218591301603E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_le.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_le.STL,,chyShoulderSheftRe20210415-2,坐标系Shoulder_Sheft_le,,Joint_Shoulder_Sheft_le,fixed,-0.01,-0.011,-0.028,3.139,-1.5708,0,Link_Shoulder_Motor_le,0,0,0,,,,,,,,,,,,
Link_Shoulder_Arm_Motor_le,2.22046318515239E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815348E-06,2.80792760155725E-11,-1.53883232330896E-10,6.15792129214539E-06,-8.43586991661561E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_le.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_le.STL,,chyServo30kg-8,坐标系Shoulder_Arm_Motor_le,,Joint_Shoulder_Arm_Motor_le,fixed,-0.011,-0.027961,0.015072,0,-1.5682,1.5708,Link_Shoulder_Sheft_le,0,0,0,,,,,,,,,,,,
Link_Arm_le,1.2802911770346E-05,-0.0788155464015625,0.0122022573580459,0,0,0,0.108265195096751,0.00016624910449164,5.70861722950706E-08,3.05257037535187E-09,2.14056382437846E-05,8.85505589058665E-06,0.000163044159957564,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_le.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_le.STL,,chyarm1-3,坐标系Arm_le,基准轴Arm_le,Joint_Arm_le,revolute,0,0,-0.004,-3.1416,0,-1.7063,Link_Shoulder_Arm_Motor_le,0,0,1,100,0,-1.5,1.5,,,,,,,,
Link_Arm_Motor_le,2.22046318526514E-07,-0.00988255818338657,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815347E-06,2.80792760150039E-11,-1.53883232330338E-10,6.15792129214538E-06,-8.43586991661568E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_le.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_le.STL,,chyServo30kg-9,坐标系Arm_Hand_le,,Joint_Arm_Motor_le,fixed,0,-0.13,-0.021,-3.1416,0,0,Link_Arm_le,0,0,0,,,,,,,,,,,,
Link_Hand_le,2.08166817117217E-17,-0.052640371560796,0.00390492387978128,0,0,0,0.0420735853495988,2.67304876167845E-05,-7.57035696608531E-21,7.11375326795604E-22,4.63824751744343E-06,1.99944788512827E-06,2.83575795096436E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_le.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_le.STL,,chyHand-4,坐标系Hand_le,基准轴Hand_le,Joint_Hand_le,revolute,0,0,-0.00400000000000014,3.14159265358979,0,0.346767054762826,Link_Arm_Motor_le,0,0,-1,100,0,-1.5,1.5,,,,,,,,
Link_Shoulder_Motor_re,2.22046318516106E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815348E-06,2.80792760145705E-11,-1.53883232330924E-10,6.15792129214539E-06,-8.43586991661567E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Motor_re.STL,,chyServo30kg-10,坐标系Shoulder_Motor_re,基准轴Shoulder_Motor_re,Joint_Shoulder_Motor_re,revolute,-0.0685,-0.034439,0.019349,1.5708,1.5659,1.5708,base_link,0,0,1,100,0,-0.5,1.5,,,,,,,,
Link_Shoulder_Sheft_re,0.00358407079646018,0.00358407079646014,-0.0025,0,0,0,0.02712,8.49035940298508E-06,-1.19369402985075E-07,1.60875E-06,8.49035940298508E-06,-1.60875000000001E-06,1.19552188059702E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Sheft_re.STL,,chyShoulderSheftLf20210415-2,坐标系Shoulder_Sheft_re,,Joint_Shoulder_Sheft_re,fixed,0.01,-0.011,-0.028,-1.5708,0,1.5708,Link_Shoulder_Motor_re,0,0,0,,,,,,,,,,,,
Link_Shoulder_Arm_Motor_re,2.22046318516973E-07,-0.00988255818338656,-0.0257981057997514,0,0,0,0.0341422557519,9.77204160815348E-06,2.80792760145824E-11,-1.53883232331195E-10,6.15792129214539E-06,-8.43586991661566E-08,5.84073892863088E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Shoulder_Arm_Motor_re.STL,,chyServo30kg-11,坐标系Shoulder_Arm_Motor_re,Axis_Joint_Shoulder_Arm_Motor_re,Joint_Shoulder_Arm_Motor_re,fixed,-0.0279999999999998,0.014,-0.0150000000000001,3.14159265358979,-1.5707963267949,0,Link_Shoulder_Sheft_re,0,0,0,,,,,,,,,,,,
Link_Arm_re,1.28029117703737E-05,-0.0788155464015625,0.0122022573580459,0,0,0,0.108265195096751,0.00016624910449164,5.70861722950809E-08,3.05257037534804E-09,2.14056382437845E-05,8.85505589058664E-06,0.000163044159957564,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_re.STL,,chyarm1-4,坐标系Arm_re,基准轴Arm_re,Joint_Arm_re,revolute,0,0,-0.004,-3.1416,0,1.4248,Link_Shoulder_Arm_Motor_re,0,0,1,100,0,-1.5,1.5,,,,,,,,
Link_Arm_Motor_re,2.22046318512636E-07,-0.00988255818338654,-0.0257981057997513,0,0,0,0.0341422557519,9.77204160815347E-06,2.80792760155862E-11,-1.53883232331114E-10,6.15792129214538E-06,-8.43586991661592E-08,5.84073892863087E-06,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Arm_Motor_re.STL,,chyServo30kg-12,坐标系Arm_Hand_re,,Joint_Arm_Motor_re,fixed,-0.00011618,-0.13,-0.021,-3.1416,0,0,Link_Arm_re,0,0,0,,,,,,,,,,,,
Link_Hand_re,-1.38777878078145E-17,-0.052640371560796,0.00390492387978128,0,0,0,0.0420735853495988,2.67304876167845E-05,-1.27054942088145E-21,3.30872245021211E-24,4.63824751744343E-06,1.99944788512827E-06,2.83575795096436E-05,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_re.STL,1,1,1,1,0,0,0,0,0,0,package://chyPapa5/meshes/Link_Hand_re.STL,,chyHand-5,坐标系Hand_re,基准轴Hand_re,Joint_Hand_re,revolute,0,0,-0.004,3.1416,0,0.027556,Link_Arm_Motor_re,0,0,-1,100,0,-1.5,1.5,,,,,,,,
